ID,label
TEST_0159,사실형-긍정-과거-확실
TEST_0160,사실형-긍정-과거-확실
TEST_0161,추론형-긍정-미래-확실
TEST_0162,사실형-긍정-현재-확실
TEST_0163,사실형-긍정-과거-확실
TEST_0164,사실형-긍정-과거-확실
TEST_0165,사실형-긍정-미래-확실
TEST_0166,사실형-긍정-현재-확실
TEST_0167,사실형-긍정-현재-확실
TEST_0168,사실형-긍정-현재-확실
TEST_0169,대화형-긍정-현재-확실
TEST_0170,사실형-긍정-현재-확실
TEST_0171,사실형-긍정-현재-확실
TEST_0172,사실형-긍정-과거-확실
TEST_0173,사실형-긍정-현재-확실
TEST_0174,사실형-긍정-현재-확실
TEST_0175,사실형-긍정-과거-확실
TEST_0176,사실형-긍정-과거-확실
TEST_0177,사실형-부정-과거-확실
TEST_0178,사실형-긍정-과거-확실
TEST_0179,사실형-긍정-과거-확실
TEST_0180,사실형-긍정-과거-확실
TEST_0181,사실형-긍정-과거-확실
TEST_0182,사실형-긍정-현재-확실
TEST_0183,사실형-긍정-과거-확실
TEST_0184,대화형-긍정-과거-확실
TEST_0185,대화형-긍정-미래-불확실
TEST_0186,사실형-긍정-현재-확실
TEST_0187,사실형-긍정-과거-확실
TEST_0188,사실형-긍정-미래-확실
TEST_0189,추론형-긍정-현재-불확실
TEST_0190,사실형-긍정-과거-확실
TEST_0191,사실형-긍정-과거-확실
TEST_0192,사실형-긍정-과거-확실
TEST_0193,추론형-긍정-현재-확실
TEST_0194,사실형-긍정-과거-확실
TEST_0195,추론형-긍정-과거-불확실
TEST_0196,사실형-긍정-현재-확실
TEST_0197,사실형-긍정-미래-불확실
TEST_0198,사실형-긍정-현재-확실
TEST_0199,사실형-긍정-현재-확실
TEST_0200,사실형-긍정-과거-확실
TEST_0201,대화형-미정-과거-불확실
TEST_0202,사실형-긍정-현재-확실
TEST_0203,사실형-긍정-과거-확실
TEST_0204,사실형-긍정-과거-확실
TEST_0205,사실형-긍정-과거-확실
TEST_0206,추론형-긍정-현재-확실
TEST_0207,사실형-긍정-현재-확실
TEST_0208,사실형-긍정-현재-확실
TEST_0209,사실형-긍정-현재-확실
TEST_0210,사실형-긍정-현재-확실
TEST_0211,사실형-긍정-현재-확실
TEST_0212,사실형-긍정-과거-확실
TEST_0213,추론형-긍정-현재-확실
TEST_0214,사실형-긍정-과거-확실
TEST_0215,사실형-긍정-과거-확실
TEST_0216,사실형-긍정-현재-확실
TEST_0217,사실형-긍정-현재-확실
TEST_0218,사실형-긍정-과거-확실
TEST_0219,추론형-긍정-현재-확실
TEST_0220,사실형-긍정-현재-확실
TEST_0221,추론형-긍정-현재-불확실
TEST_0222,사실형-부정-과거-확실
TEST_0223,사실형-긍정-현재-확실
TEST_0224,사실형-긍정-현재-확실
TEST_0225,사실형-긍정-현재-확실
TEST_0226,사실형-긍정-과거-확실
TEST_0227,사실형-긍정-현재-확실
TEST_0228,사실형-긍정-현재-확실
TEST_0229,사실형-긍정-과거-확실
TEST_0230,사실형-긍정-과거-확실
TEST_0231,사실형-긍정-과거-확실
TEST_0232,사실형-긍정-과거-확실
TEST_0233,사실형-긍정-과거-확실
TEST_0234,대화형-긍정-현재-확실
TEST_0235,사실형-긍정-과거-확실
TEST_0236,사실형-긍정-과거-확실
TEST_0237,사실형-긍정-과거-확실
TEST_0238,사실형-긍정-현재-확실
TEST_0239,사실형-긍정-과거-확실
TEST_0240,사실형-긍정-과거-확실
TEST_0241,사실형-긍정-과거-확실
TEST_0242,사실형-긍정-현재-확실
TEST_0243,사실형-긍정-과거-확실
TEST_0244,사실형-긍정-과거-확실
TEST_0245,사실형-긍정-과거-확실
TEST_0246,사실형-긍정-과거-확실
TEST_0247,사실형-긍정-현재-확실
TEST_0248,사실형-긍정-현재-확실
TEST_0249,사실형-긍정-현재-확실
TEST_0250,추론형-긍정-현재-확실
TEST_0251,사실형-긍정-과거-확실
TEST_0252,사실형-긍정-현재-확실
TEST_0253,사실형-긍정-과거-확실
TEST_0254,사실형-긍정-과거-확실
TEST_0255,사실형-긍정-현재-확실
TEST_0256,사실형-긍정-미래-확실
TEST_0257,사실형-긍정-과거-확실
TEST_0258,사실형-긍정-현재-확실
TEST_0259,사실형-긍정-현재-확실
TEST_0260,사실형-긍정-과거-확실
TEST_0261,사실형-긍정-과거-확실
TEST_0262,사실형-긍정-과거-확실
TEST_0263,사실형-긍정-과거-확실
TEST_0264,대화형-긍정-현재-확실
TEST_0265,사실형-긍정-과거-확실
TEST_0266,사실형-긍정-현재-확실
TEST_0267,사실형-긍정-현재-확실
TEST_0268,사실형-긍정-현재-확실
TEST_0269,사실형-긍정-과거-확실
TEST_0270,사실형-긍정-현재-확실
TEST_0271,사실형-긍정-현재-확실
TEST_0272,사실형-긍정-과거-확실
TEST_0273,사실형-긍정-현재-확실
TEST_0274,사실형-긍정-현재-확실
TEST_0275,사실형-긍정-현재-확실
TEST_0276,사실형-부정-과거-확실
TEST_0277,사실형-긍정-과거-확실
TEST_0278,사실형-긍정-과거-확실
TEST_0279,추론형-긍정-미래-불확실
TEST_0280,사실형-긍정-현재-확실
TEST_0281,사실형-긍정-현재-확실
TEST_0282,사실형-긍정-과거-확실
TEST_0283,사실형-긍정-현재-확실
TEST_0284,추론형-긍정-현재-확실
TEST_0285,사실형-긍정-과거-확실
TEST_0286,사실형-긍정-과거-확실
TEST_0287,사실형-긍정-과거-확실
TEST_0288,추론형-긍정-현재-확실
TEST_0289,대화형-긍정-과거-확실
TEST_0290,사실형-긍정-현재-확실
TEST_0291,사실형-긍정-미래-확실
TEST_0292,사실형-긍정-과거-확실
TEST_0293,사실형-긍정-미래-확실
TEST_0294,사실형-긍정-과거-확실
TEST_0295,사실형-긍정-미래-불확실
TEST_0296,사실형-긍정-과거-확실
TEST_0297,사실형-긍정-미래-확실
TEST_0298,사실형-긍정-미래-불확실
TEST_0299,사실형-긍정-과거-확실
TEST_0300,사실형-긍정-과거-확실
TEST_0301,사실형-긍정-과거-확실
TEST_0302,사실형-긍정-과거-확실
TEST_0303,사실형-부정-현재-확실
TEST_0304,사실형-긍정-과거-확실
TEST_0305,사실형-긍정-과거-확실
TEST_0306,사실형-긍정-현재-확실
TEST_0307,사실형-긍정-과거-확실
TEST_0308,사실형-긍정-과거-확실
TEST_0309,사실형-긍정-현재-확실
TEST_0310,사실형-긍정-과거-확실
TEST_0311,사실형-긍정-현재-확실
TEST_0312,사실형-긍정-과거-확실
TEST_0313,추론형-부정-현재-확실
TEST_0314,사실형-긍정-현재-확실
TEST_0315,사실형-긍정-미래-확실
TEST_0316,사실형-긍정-과거-확실
TEST_0317,사실형-긍정-현재-확실
TEST_0318,사실형-긍정-현재-확실
TEST_0319,사실형-긍정-현재-확실
TEST_0320,사실형-긍정-과거-확실
TEST_0321,사실형-긍정-현재-확실
TEST_0322,사실형-긍정-과거-확실
TEST_0323,대화형-긍정-현재-확실
TEST_0324,사실형-긍정-과거-확실
TEST_0325,추론형-긍정-현재-확실
TEST_0326,추론형-부정-현재-확실
TEST_0327,추론형-긍정-현재-확실
TEST_0328,사실형-긍정-과거-확실
TEST_0329,사실형-긍정-과거-확실
TEST_0330,사실형-긍정-현재-확실
TEST_0331,사실형-긍정-현재-확실
TEST_0332,사실형-긍정-미래-확실
TEST_0333,사실형-긍정-과거-확실
TEST_0334,사실형-긍정-과거-확실
TEST_0335,추론형-긍정-현재-불확실
TEST_0336,사실형-긍정-과거-확실
TEST_0337,사실형-긍정-과거-확실
TEST_0338,사실형-긍정-현재-확실
TEST_0339,사실형-긍정-미래-불확실
TEST_0340,사실형-긍정-과거-확실
TEST_0341,사실형-부정-현재-확실
TEST_0342,추론형-긍정-미래-확실
TEST_0343,사실형-긍정-과거-확실
TEST_0344,추론형-긍정-미래-불확실
TEST_0345,사실형-긍정-과거-확실
TEST_0346,사실형-긍정-현재-확실
TEST_0347,사실형-긍정-현재-확실
TEST_0348,사실형-긍정-미래-확실
TEST_0349,사실형-긍정-현재-확실
TEST_0350,사실형-긍정-과거-확실
TEST_0351,추론형-긍정-현재-확실
TEST_0352,사실형-긍정-과거-확실
TEST_0353,사실형-긍정-과거-확실
TEST_0354,사실형-긍정-현재-확실
TEST_0355,사실형-긍정-과거-확실
TEST_0356,사실형-긍정-현재-확실
TEST_0357,사실형-긍정-과거-확실
TEST_0358,대화형-미정-현재-불확실
TEST_0359,사실형-긍정-과거-확실
TEST_0360,추론형-긍정-미래-불확실
TEST_0361,추론형-긍정-현재-확실
TEST_0362,사실형-긍정-현재-확실
TEST_0363,사실형-긍정-과거-확실
TEST_0364,사실형-긍정-과거-확실
TEST_0365,사실형-긍정-과거-확실
TEST_0366,사실형-긍정-과거-확실
TEST_0367,사실형-긍정-과거-확실
TEST_0368,사실형-부정-현재-확실
TEST_0369,사실형-긍정-현재-확실
TEST_0370,사실형-긍정-현재-확실
TEST_0371,사실형-긍정-현재-확실
TEST_0372,사실형-긍정-과거-확실
TEST_0373,사실형-긍정-과거-확실
TEST_0374,사실형-긍정-과거-확실
TEST_0375,사실형-긍정-과거-확실
TEST_0376,사실형-긍정-미래-불확실
TEST_0377,사실형-긍정-현재-확실
TEST_0378,사실형-긍정-현재-확실
TEST_0379,사실형-긍정-미래-확실
TEST_0380,사실형-긍정-현재-확실
TEST_0381,사실형-긍정-과거-확실
TEST_0382,사실형-긍정-과거-확실
TEST_0383,사실형-긍정-현재-확실
TEST_0384,사실형-긍정-과거-확실
TEST_0385,사실형-긍정-현재-확실
TEST_0386,사실형-긍정-현재-확실
TEST_0387,사실형-긍정-현재-확실
TEST_0388,추론형-긍정-현재-확실
TEST_0389,사실형-긍정-과거-확실
TEST_0390,사실형-긍정-과거-확실
TEST_0391,추론형-긍정-현재-확실
TEST_0392,사실형-긍정-과거-확실
TEST_0393,사실형-긍정-과거-확실
TEST_0394,사실형-긍정-과거-확실
TEST_0395,사실형-긍정-과거-확실
TEST_0396,사실형-긍정-현재-확실
TEST_0397,사실형-긍정-미래-확실
TEST_0398,사실형-긍정-현재-확실
TEST_0399,사실형-긍정-과거-확실
TEST_0400,사실형-긍정-현재-확실
TEST_0401,사실형-긍정-과거-확실
TEST_0402,사실형-긍정-과거-확실
TEST_0403,사실형-긍정-과거-확실
TEST_0404,사실형-긍정-과거-확실
TEST_0405,사실형-긍정-과거-확실
TEST_0406,사실형-긍정-현재-확실
TEST_0407,사실형-긍정-과거-확실
TEST_0408,사실형-긍정-과거-확실
TEST_0409,사실형-긍정-미래-확실
TEST_0410,사실형-긍정-과거-확실
TEST_0411,추론형-긍정-현재-확실
TEST_0412,사실형-긍정-현재-확실
TEST_0413,사실형-긍정-현재-확실
TEST_0414,사실형-긍정-과거-확실
TEST_0415,사실형-긍정-과거-확실
TEST_0416,사실형-긍정-미래-확실
TEST_0417,사실형-긍정-현재-확실
TEST_0418,사실형-긍정-현재-확실
TEST_0419,사실형-긍정-과거-확실
TEST_0420,사실형-부정-현재-확실
TEST_0421,사실형-긍정-과거-확실
TEST_0422,사실형-긍정-현재-확실
TEST_0423,사실형-긍정-현재-확실
TEST_0424,사실형-긍정-과거-확실
TEST_0425,사실형-긍정-현재-확실
TEST_0426,사실형-긍정-과거-확실
TEST_0427,사실형-긍정-현재-확실
TEST_0428,사실형-긍정-과거-확실
TEST_0429,사실형-긍정-현재-확실
TEST_0430,사실형-부정-과거-확실
TEST_0431,사실형-긍정-과거-확실
TEST_0432,사실형-긍정-현재-확실
TEST_0433,사실형-긍정-현재-확실
TEST_0434,사실형-부정-현재-확실
TEST_0435,사실형-긍정-현재-확실
TEST_0436,사실형-긍정-미래-확실
TEST_0437,추론형-긍정-현재-불확실
TEST_0438,사실형-긍정-현재-확실
TEST_0439,사실형-긍정-현재-확실
TEST_0440,사실형-긍정-과거-확실
TEST_0441,추론형-긍정-현재-확실
TEST_0442,사실형-긍정-과거-확실
TEST_0443,사실형-부정-과거-확실
TEST_0444,사실형-긍정-현재-확실
TEST_0445,사실형-긍정-과거-확실
TEST_0446,사실형-긍정-과거-확실
TEST_0447,추론형-긍정-미래-불확실
TEST_0448,사실형-긍정-미래-불확실
TEST_0449,사실형-긍정-과거-확실
TEST_0450,사실형-긍정-현재-확실
TEST_0451,사실형-긍정-과거-확실
TEST_0452,사실형-긍정-현재-확실
TEST_0453,사실형-긍정-과거-확실
TEST_0454,사실형-긍정-과거-확실
TEST_0455,사실형-긍정-과거-확실
TEST_0456,사실형-긍정-과거-확실
TEST_0457,사실형-긍정-현재-확실
TEST_0458,사실형-긍정-과거-확실
TEST_0459,추론형-긍정-현재-확실
TEST_0460,사실형-긍정-과거-확실
TEST_0461,사실형-긍정-현재-확실
TEST_0462,사실형-긍정-과거-확실
TEST_0463,사실형-긍정-과거-확실
TEST_0464,사실형-긍정-과거-확실
TEST_0465,추론형-긍정-현재-확실
TEST_0466,사실형-긍정-과거-확실
TEST_0467,사실형-긍정-과거-확실
TEST_0468,사실형-긍정-미래-확실
TEST_0469,사실형-긍정-과거-확실
TEST_0470,사실형-긍정-현재-확실
TEST_0471,사실형-긍정-현재-확실
TEST_0472,사실형-긍정-과거-확실
TEST_0473,사실형-긍정-과거-확실
TEST_0474,사실형-긍정-현재-확실
TEST_0475,사실형-긍정-현재-확실
TEST_0476,사실형-긍정-과거-확실
TEST_0477,사실형-긍정-현재-확실
TEST_0478,사실형-긍정-현재-확실
TEST_0479,사실형-긍정-현재-확실
TEST_0480,사실형-긍정-과거-확실
TEST_0481,대화형-긍정-현재-확실
TEST_0482,추론형-긍정-미래-확실
TEST_0483,사실형-긍정-현재-확실
TEST_0484,추론형-긍정-미래-확실
TEST_0485,사실형-긍정-현재-확실
TEST_0486,추론형-긍정-과거-확실
TEST_0487,사실형-긍정-과거-확실
TEST_0488,사실형-긍정-과거-확실
TEST_0489,사실형-긍정-과거-확실
TEST_0490,사실형-긍정-현재-확실
TEST_0491,사실형-긍정-과거-확실
TEST_0492,추론형-긍정-미래-불확실
TEST_0493,사실형-긍정-과거-확실
TEST_0494,사실형-긍정-현재-확실
TEST_0495,대화형-미정-현재-불확실
TEST_0496,추론형-부정-현재-확실
TEST_0497,대화형-미정-현재-불확실
TEST_0498,사실형-긍정-현재-확실
TEST_0499,사실형-부정-과거-확실
TEST_0500,사실형-긍정-현재-확실
TEST_0501,사실형-긍정-현재-확실
TEST_0502,사실형-부정-현재-확실
TEST_0503,사실형-긍정-과거-확실
TEST_0504,사실형-긍정-현재-확실
TEST_0505,사실형-긍정-과거-확실
TEST_0506,사실형-긍정-현재-확실
TEST_0507,사실형-긍정-미래-확실
TEST_0508,대화형-긍정-현재-확실
TEST_0509,사실형-긍정-과거-확실
TEST_0510,사실형-긍정-과거-확실
TEST_0511,사실형-부정-현재-확실
TEST_0512,사실형-긍정-과거-확실
TEST_0513,사실형-긍정-과거-확실
TEST_0514,사실형-긍정-과거-확실
TEST_0515,사실형-긍정-과거-확실
TEST_0516,사실형-긍정-미래-확실
TEST_0517,사실형-긍정-과거-확실
TEST_0518,사실형-긍정-과거-확실
TEST_0519,사실형-긍정-과거-확실
TEST_0520,사실형-긍정-현재-확실
TEST_0521,사실형-긍정-미래-불확실
TEST_0522,사실형-긍정-과거-확실
TEST_0523,사실형-긍정-미래-확실
TEST_0524,예측형-긍정-미래-불확실
TEST_0525,사실형-긍정-과거-확실
TEST_0526,사실형-긍정-과거-확실
TEST_0527,사실형-긍정-현재-확실
TEST_0528,사실형-긍정-과거-확실
TEST_0529,사실형-긍정-과거-확실
TEST_0530,사실형-긍정-과거-확실
TEST_0531,사실형-긍정-과거-확실
TEST_0532,사실형-긍정-현재-확실
TEST_0533,대화형-긍정-현재-확실
TEST_0534,대화형-긍정-미래-불확실
TEST_0535,사실형-긍정-과거-확실
TEST_0536,사실형-긍정-과거-확실
TEST_0537,사실형-긍정-현재-확실
TEST_0538,사실형-긍정-과거-확실
TEST_0539,대화형-긍정-현재-확실
TEST_0540,사실형-긍정-현재-확실
TEST_0541,사실형-긍정-과거-확실
TEST_0542,사실형-긍정-과거-확실
TEST_0543,사실형-긍정-과거-확실
TEST_0544,사실형-긍정-과거-확실
TEST_0545,사실형-긍정-과거-확실
TEST_0546,사실형-긍정-현재-확실
TEST_0547,사실형-긍정-과거-확실
TEST_0548,사실형-긍정-과거-확실
TEST_0549,추론형-긍정-미래-불확실
TEST_0550,사실형-긍정-과거-확실
TEST_0551,사실형-긍정-현재-확실
TEST_0552,사실형-긍정-과거-확실
TEST_0553,사실형-긍정-과거-확실
TEST_0554,사실형-긍정-과거-확실
TEST_0555,사실형-긍정-현재-확실
TEST_0556,사실형-긍정-과거-확실
TEST_0557,사실형-부정-과거-확실
TEST_0558,대화형-긍정-과거-불확실
TEST_0559,사실형-긍정-과거-확실
TEST_0560,대화형-긍정-현재-불확실
TEST_0561,사실형-긍정-과거-확실
TEST_0562,사실형-긍정-현재-확실
TEST_0563,사실형-긍정-현재-확실
TEST_0564,사실형-긍정-과거-확실
TEST_0565,사실형-긍정-현재-확실
TEST_0566,추론형-긍정-현재-확실
TEST_0567,사실형-긍정-과거-확실
TEST_0568,사실형-긍정-과거-확실
TEST_0569,사실형-긍정-과거-확실
TEST_0570,사실형-긍정-과거-확실
TEST_0571,사실형-긍정-과거-확실
TEST_0572,사실형-긍정-과거-확실
TEST_0573,추론형-부정-현재-확실
TEST_0574,사실형-긍정-현재-확실
TEST_0575,사실형-긍정-현재-확실
TEST_0576,사실형-긍정-미래-확실
TEST_0577,사실형-긍정-현재-확실
TEST_0578,사실형-긍정-과거-확실
TEST_0579,사실형-부정-현재-확실
TEST_0580,사실형-긍정-과거-확실
TEST_0581,사실형-긍정-현재-확실
TEST_0582,사실형-긍정-과거-확실
TEST_0583,사실형-긍정-미래-확실
TEST_0584,사실형-긍정-현재-확실
TEST_0585,사실형-긍정-현재-확실
TEST_0586,추론형-긍정-현재-확실
TEST_0587,사실형-긍정-현재-확실
TEST_0588,사실형-긍정-과거-확실
TEST_0589,사실형-긍정-현재-확실
TEST_0590,사실형-긍정-현재-확실
TEST_0591,사실형-긍정-과거-확실
TEST_0592,사실형-긍정-과거-확실
TEST_0593,대화형-긍정-과거-불확실
TEST_0594,추론형-부정-현재-확실
TEST_0595,사실형-긍정-현재-확실
TEST_0596,사실형-긍정-현재-확실
TEST_0597,사실형-긍정-현재-확실
TEST_0598,사실형-긍정-과거-확실
TEST_0599,사실형-긍정-과거-확실
TEST_0600,사실형-긍정-현재-확실
TEST_0601,추론형-긍정-현재-확실
TEST_0602,사실형-긍정-과거-확실
TEST_0603,예측형-긍정-미래-불확실
TEST_0604,사실형-긍정-현재-확실
TEST_0605,사실형-긍정-현재-확실
TEST_0606,사실형-긍정-현재-확실
TEST_0607,사실형-부정-현재-확실
TEST_0608,사실형-긍정-과거-확실
TEST_0609,사실형-긍정-과거-확실
TEST_0610,추론형-부정-현재-확실
TEST_0611,사실형-긍정-과거-확실
TEST_0612,사실형-긍정-현재-확실
TEST_0613,대화형-긍정-현재-확실
TEST_0614,사실형-부정-현재-확실
TEST_0615,사실형-긍정-현재-확실
TEST_0616,예측형-긍정-미래-불확실
TEST_0617,사실형-긍정-과거-확실
TEST_0618,사실형-긍정-미래-확실
TEST_0619,추론형-긍정-미래-확실
TEST_0620,사실형-긍정-현재-확실
TEST_0621,사실형-긍정-현재-확실
TEST_0622,사실형-긍정-과거-확실
TEST_0623,사실형-긍정-현재-확실
TEST_0624,사실형-긍정-현재-확실
TEST_0625,사실형-긍정-과거-확실
TEST_0626,사실형-긍정-과거-확실
TEST_0627,추론형-긍정-과거-확실
TEST_0628,사실형-긍정-미래-확실
TEST_0629,사실형-긍정-과거-확실
TEST_0630,사실형-긍정-미래-확실
TEST_0631,사실형-긍정-과거-확실
TEST_0632,사실형-긍정-미래-확실
TEST_0633,사실형-긍정-과거-확실
TEST_0634,사실형-긍정-과거-확실
TEST_0635,사실형-긍정-과거-확실
TEST_0636,사실형-긍정-현재-확실
TEST_0637,사실형-부정-현재-확실
TEST_0638,사실형-긍정-과거-확실
TEST_0639,사실형-긍정-미래-확실
TEST_0640,사실형-긍정-현재-확실
TEST_0641,사실형-긍정-과거-확실
TEST_0642,사실형-긍정-미래-확실
TEST_0643,사실형-긍정-현재-확실
TEST_0644,추론형-긍정-미래-불확실
TEST_0645,사실형-긍정-과거-확실
TEST_0646,사실형-긍정-현재-확실
TEST_0647,사실형-긍정-과거-확실
TEST_0648,사실형-긍정-현재-확실
TEST_0649,사실형-긍정-과거-확실
TEST_0650,추론형-긍정-현재-불확실
TEST_0651,사실형-긍정-현재-확실
TEST_0652,사실형-긍정-과거-확실
TEST_0653,사실형-긍정-현재-확실
TEST_0654,대화형-부정-현재-확실
TEST_0655,사실형-긍정-과거-확실
TEST_0656,사실형-긍정-과거-확실
TEST_0657,사실형-긍정-과거-확실
TEST_0658,사실형-긍정-과거-확실
TEST_0659,사실형-긍정-현재-확실
TEST_0660,사실형-긍정-과거-확실
TEST_0661,사실형-긍정-과거-확실
TEST_0662,사실형-긍정-현재-확실
TEST_0663,사실형-긍정-현재-확실
TEST_0664,사실형-긍정-현재-확실
TEST_0665,사실형-긍정-현재-확실
